company_id,company_name,also_known_as,plant_name,plot_address,area_block,pincode,geo_lat,geo_lng,google_maps_url,industry_category,products_services,tier,company_size_signal,phone_primary,phone_alt,whatsapp,email,website,contact_person_name,contact_person_role,decision_maker_confidence,gstin,cin,company_status,directors,year_established,employee_estimate,processes_likely,electrode_likely,volume_signal,current_supplier_known,pitch_angle,priority_score,priority_label,data_source,last_verified_date,verification_status,outreach_status,notes,assigned_to
BHO-038,Salunkhe Crane Service,,J Block,"Plot No. 20/2/4, J Block, Opp. Kwality Ice Cream, MIDC, Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Salunkhe+Crane+Service+Plot+No.+20/2/4,+J+Block,+Opp.+Kwality+Ice+Cream,+MIDC,+Bhosari,+Pune+-+411026",Industrial maintenance,Plant repair welding; maintenance fabrication; cutting/hardfacing jobs,1,Micro,+91 020-27130745,,+91 9102027130,,,,Owner,Low,,,,,,,SMAW;Cutting;Hardfacing,E6013;E7018;Cutting;Mn hardfacing,Med,Unknown,Crane service — cutting + E6013 maintenance,4,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-039,Sankalp Technologies,,Sector 7,"Plot No. 242, Sector No. 7, PCNTDA, Bhosari, Pune - 411026",Sector 7,411026,,,"https://www.google.com/maps/search/?api=1&query=Sankalp+Technologies+Plot+No.+242,+Sector+No.+7,+PCNTDA,+Bhosari,+Pune+-+411026",Machine/equipment manufacturers,Industrial machines/equipment frames & fabricated parts,1,SME,+91 020-66125494,,+91 9102066125,,,,Purchase,Low,,,,,,,SMAW;GMAW;GTAW,E7018;E6013;E308L,Med,Unknown,Tech/equipment — E6013/E7018,4,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-040,Saurabh Mechanical Maintenance Works,,Sector 7,"Plot No. 225, Sector No. 7, PCNTDA, MIDC, Bhosari, Pune - 411026",Sector 7,411026,,,"https://www.google.com/maps/search/?api=1&query=Saurabh+Mechanical+Maintenance+Works+Plot+No.+225,+Sector+No.+7,+PCNTDA,+MIDC,+Bhosari,+Pune+-+411026",Industrial maintenance,Plant repair welding; maintenance fabrication; cutting/hardfacing jobs,1,Micro,+91 020-32547976,,+91 9102032547,,,,Owner,Low,,,,,,,SMAW;Cutting;Hardfacing,E6013;E7018;Cutting;Mn hardfacing,Med,Unknown,Maintenance — E6013 + cutting + Mn,4,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-041,Sawalka Tools & Machines Pvt Ltd,,J Block,"Plot No. J-196, MIDC, Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Sawalka+Tools+&+Machines+Pvt+Ltd+Plot+No.+J-196,+MIDC,+Bhosari,+Pune+-+411026",Machine/equipment manufacturers,Industrial machines/equipment frames & fabricated parts,1,SME,+91 020-66114422,,+91 9102066114,,,,Purchase,Low,,,,,,,SMAW;GMAW;GTAW,E7018;E6013;E308L,Med,Unknown,Tools/machines — E6013/E7018,4,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-042,Saynak Hydraulics,,Sector 7,"Plot No. 179, Sector 7, PCNTDA Industrial Estate, Bhosari, Pune - 411026",Sector 7,411026,,,"https://www.google.com/maps/search/?api=1&query=Saynak+Hydraulics+Plot+No.+179,+Sector+7,+PCNTDA+Industrial+Estate,+Bhosari,+Pune+-+411026",Machine/equipment manufacturers,Industrial machines/equipment frames & fabricated parts,1,SME,+91 020-66306025,,+91 9102066306,,,,Purchase,Low,,,,,,,SMAW;GMAW;GTAW,E7018;E6013;E308L,Med,Unknown,Hydraulics equipment — structural E7018,4,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-043,Scan Thermocon Inc,,Sector 7,"Plot No. 180, Sector No. 7, PCNTDA, Near Times of India, MIDC, Bhosari, Pune - 411026",Sector 7,411026,,,"https://www.google.com/maps/search/?api=1&query=Scan+Thermocon+Inc+Plot+No.+180,+Sector+No.+7,+PCNTDA,+Near+Times+of+India,+MIDC,+Bhosari,+Pune+-+411026",Machine/equipment manufacturers,Industrial machines/equipment frames & fabricated parts,1,SME,+91 020-66302874,,+91 9102066302,,,,Purchase,Low,,,,,,,SMAW;GMAW;GTAW,E7018;E6013;E308L,Med,Unknown,Equipment — E6013,4,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-044,Sharex Chemicals Pvt Ltd,,J Block,"Plot No. J-317, MIDC, Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Sharex+Chemicals+Pvt+Ltd+Plot+No.+J-317,+MIDC,+Bhosari,+Pune+-+411026",Industrial maintenance,Plant repair welding; maintenance fabrication; cutting/hardfacing jobs,1,SME,+91 020-27121826,,+91 9102027121,,,,Purchase,Low,,,,,,,SMAW;Cutting;Hardfacing,E6013;E7018;Cutting;Mn hardfacing,Med,Unknown,Plant maintenance electrodes,4,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-045,Sharp Arc Welding Services,,General Block,"Paras Industrial Premises, Gala No. 10, Plot No. 71/1B/12, General T Block, MIDC, Bhosari, Pune - 411026",General Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Sharp+Arc+Welding+Services+Paras+Industrial+Premises,+Gala+No.+10,+Plot+No.+71/1B/12,+General+T+Block,+MIDC,+Bhosari,+Pune+-+411026",Industrial maintenance,Plant repair welding; maintenance fabrication; cutting/hardfacing jobs,1,Micro,+91 9822073369,,+91 9198220733,,,,Owner,Low,,,,,,,SMAW;Cutting;Hardfacing,E6013;E7018;Cutting;Mn hardfacing,Med,Unknown,Welding services — stock Bharatweld electrodes,4,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-046,Shiv Industrial Products,,J Block,"Plot No. 339, J Block, MIDC, Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shiv+Industrial+Products+Plot+No.+339,+J+Block,+MIDC,+Bhosari,+Pune+-+411026",Machine/equipment manufacturers,Industrial machines/equipment frames & fabricated parts,1,SME,+91 020-27122962,,+91 9102027122,,,,Purchase,Low,,,,,,,SMAW;GMAW;GTAW,E7018;E6013;E308L,Med,Unknown,Industrial products — E7018,4,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-047,Shree Automation Pvt Ltd,,J Block,"Plot No. J-201, MIDC, Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shree+Automation+Pvt+Ltd+Plot+No.+J-201,+MIDC,+Bhosari,+Pune+-+411026",Machine/equipment manufacturers,Industrial machines/equipment frames & fabricated parts,1,SME,+91 020-27441424,,+91 9102027441,,,,Purchase,Low,,,,,,,SMAW;GMAW;GTAW,E7018;E6013;E308L,Med,Unknown,Automation equipment — E6013/E7018,4,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-048,Shree Ganesh Pressing And Fabricators,,S Block,"Plot No. W-111, S Block, MIDC, Bhosari, Pune - 411026",S Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shree+Ganesh+Pressing+And+Fabricators+Plot+No.+W-111,+S+Block,+MIDC,+Bhosari,+Pune+-+411026",Sheet-metal fabrication,Sheet-metal components; enclosures; canopies; light fab,1,SME,+91 020-26767964,,+91 9102026767,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013,Med,Unknown,Pressing & fab — E6013,4,Hot,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-049,CARMAC Technologies Pvt Ltd,,J Block,"J-65/1, J Block MIDC, Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=CARMAC+Technologies+Pvt+Ltd+J-65/1,+J+Block+MIDC,+Bhosari,+Pune+-+411026",Trailer/body builders,Trailer chassis; truck/container bodies,2,SME,,,,,https://www.exportersindia.com/carmac-technologies-pvt-ltd/,Ritesh Srinivasan,Owner,High,,,,,,,SMAW;GMAW,E6013;E7018,High,Unknown,Trailers & chassis — high E6013/E7018 body-builder volume,4,Hot,ExportersIndia,,Unverified,Not contacted,Modular/boat/cable drum trailers; welding rotator products,
BHO-050,Gulmohar Engineering Works,GEW Cranes,Sector 7,"Plot No. 299, Sector No. 7, PCNTDA, Bhosari, Near Gold Star Weigh Bridge, Pune - 411026",Sector 7,411026,,,"https://www.google.com/maps/search/?api=1&query=Gulmohar+Engineering+Works+Plot+No.+299,+Sector+No.+7,+PCNTDA,+Bhosari,+Near+Gold+Star+Weigh+Bridge,+Pune+-+411026",Crane manufacturers,EOT/jib cranes; girders; hoists; crane structures,2,SME,,,,,https://www.gewcranes.co.in,Mr. Sandeep Dalal,Owner,High,,,,,2009,26-50,SMAW;GMAW,E7018;E6013,High,Unknown,EOT cranes & hoists — Bharatweld E7018 for crane fab,4,Hot,Website,2026-09-03,Unverified,Not contacted,Also Alandi unit listed on profile,
BHO-051,Natraj Enterprises,,S Block / W,"W-176, S Block, MIDC, Bhosari, Pune - 411026",S Block / W,411026,,,"https://www.google.com/maps/search/?api=1&query=Natraj+Enterprises+W-176,+S+Block,+MIDC,+Bhosari,+Pune+-+411026",Material-handling equipment,Conveyors; trolleys; stackers; MH structures,2,SME,+91 20 46764446,,+91 9120467644,,https://www.exportersindia.com/natraj-enterprises-pune/,Dheeraj Desai,Owner,High,,,,,1980,20-50,SMAW;GMAW,E6013;E7018,Med,Unknown,MH equipment & trailers — E6013/E7018 for structures,4,Hot,ExportersIndia,,Phone-ok,Not contacted,"Trolleys, stackers, floor cranes, heavy-duty trailers",
BHO-052,Nihal Industries,,Sector 10,"Plot No. 260, Sector-10, PCNTDA, Bhosari, Pune - 411026",Sector 10,411026,,,"https://www.google.com/maps/search/?api=1&query=Nihal+Industries+Plot+No.+260,+Sector-10,+PCNTDA,+Bhosari,+Pune+-+411026",Auto-component manufacturers,Auto stampings/assemblies; fixtures; shop welding,2,SME,+91 99220 10786,+91 90903 67171,+91 9199220107,jabbar.shaikh@nihalind.com,https://www.nihalind.com,Jabbar Shaikh,Owner,Med,,,,,,,SMAW;GMAW,E6013;E7018,Med,Unknown,Auto sheet tools/fixtures — E6013 for fixture fab + maintenance,4,Hot,Website,2026-09-03,Phone-ok,Not contacted,"Unit-2: Plot 161, J Block MIDC Bhosari; sister Maxrich Industries | Directory/web phones may be stale — re-verify before dialing",
BHO-053,Sandeep Engineering Works,,Sector 10,"Plot No. 169, Sector-10, PCNTDA, Bhosari, Pune - 411026",Sector 10,411026,,,"https://www.google.com/maps/search/?api=1&query=Sandeep+Engineering+Works+Plot+No.+169,+Sector-10,+PCNTDA,+Bhosari,+Pune+-+411026",Foundries,Castings; foundry repair & hardfacing,2,SME,+91 95525 95391,+91 98220 36430,+91 9195525953,info@sewpune.com,http://www.sme.in/sandeepengineering/,Mr. D S Jagtap,Owner,High,,,,,,,SMAW;Hardfacing;Cutting,E6013;Mn hardfacing;Cutting,Low,Unknown,Die casting foundry — Mn hardfacing + repair electrodes,4,Hot,Website,2026-09-03,Phone-ok,Not contacted,Aluminium die/sand casting; Sandeepengg.work@gmail.com,
BHO-054,Super Crane Industries,,J Block,"Unit 2, J Block, EL-59, MIDC Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Super+Crane+Industries+Unit+2,+J+Block,+EL-59,+MIDC+Bhosari,+Pune+-+411026",Crane manufacturers,EOT/jib cranes; girders; hoists; crane structures,2,SME,,,,,https://www.super-crane.com,Mr. John Daniel / Mrs. Mercy John,Owner,High,,,,,1998,11-25,SMAW;GMAW,E7018;E6013,High,Unknown,EOT/HOT cranes & hoists — E7018 structural fab,4,Hot,Website,2026-09-03,Unverified,Not contacted,"Promoter Mercy John; clients Thermax, Bharat Bijlee",
BHO-055,Supertech Engineers & Fabricators,,Sector 10,"Plot 80, Sector-10, MIDC Bhosari, Pune - 411026",Sector 10,411026,,,"https://www.google.com/maps/search/?api=1&query=Supertech+Engineers+&+Fabricators+Plot+80,+Sector-10,+MIDC+Bhosari,+Pune+-+411026",Crane manufacturers,EOT/jib cranes; girders; hoists; crane structures,2,SME,,,,,https://www.tradeindia.com/supertech-engineers-fabricators-2284267/,Mr. Sachin Pujari,Owner,Med,,,,,,,SMAW;GMAW,E7018;E6013,High,Unknown,EOT cranes & MH trolleys — E7018 girder welding,4,Hot,TradeIndia,,Unverified,Not contacted,GST 27AMWPP1987H1Z5; also listed J Block addresses in directories | Directory/web phones may be stale — re-verify before dialing,
BHO-056,Vishal Fabricators & Engineering Works,,Sector 10,"Plot No. 105, Sector-10, PCNTDA MIDC, Bhosari, Pune - 411026",Sector 10,411026,,,"https://www.google.com/maps/search/?api=1&query=Vishal+Fabricators+&+Engineering+Works+Plot+No.+105,+Sector-10,+PCNTDA+MIDC,+Bhosari,+Pune+-+411026",Sheet-metal fabrication,Sheet-metal components; enclosures; canopies; light fab,1,SME,,,,,https://www.tradeindia.com/vishal-fabricators-engineering-works-25217955/,,Purchase,Low,,,,,,,SMAW;GMAW,E6013,Med,Unknown,Sheet/CNC fab — E6013 primary,3,Warm,TradeIndia,,Unverified,Not contacted,GST 27ARJPK3872C1ZR; est. 2016 | Directory/web phones may be stale — re-verify before dialing,
BHO-057,Dynamic Engineering And Solutions,,Bhosari MIDC,"Bhosari MIDC, Pune - 411026",Bhosari MIDC,411026,,,"https://www.google.com/maps/search/?api=1&query=Dynamic+Engineering+And+Solutions+Bhosari+MIDC,+Pune+-+411026",Material-handling equipment,Conveyors; trolleys; stackers; MH structures,2,SME,,,,,https://www.indiamart.com/dynnamic-engineering/,P M Kulkarni,Owner,Med,27AAMFD4893N1ZL,,,,2005,26-50,SMAW;GMAW,E6013;E7018,Med,Unknown,Conveyors & process equipment — steady E6013/E7018,3,Warm,IndiaMART,,Unverified,Not contacted,GST 27AAMFD4893N1ZL; CEO Pradeep Madhukar Kulkarni,
BHO-058,Sahas Auto Components,,J/S Block,"Plot No. J-58, S Block, MIDC, Bhosari, Pune - 411026",J/S Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Sahas+Auto+Components+Plot+No.+J-58,+S+Block,+MIDC,+Bhosari,+Pune+-+411026",Auto-component manufacturers,Auto stampings/assemblies; fixtures; shop welding,2,SME,+91 9823462300,,+91 9198234623,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,Med,Unknown,Auto components — maintenance electrodes,3,Warm,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-059,Sahayog Founders & Engineers,,General Block,"Plot No. T/S-37, General Block, MIDC, Bhosari, Pune - 411026",General Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Sahayog+Founders+&+Engineers+Plot+No.+T/S-37,+General+Block,+MIDC,+Bhosari,+Pune+-+411026",Foundries,Castings; foundry repair & hardfacing,2,SME,+91 020-66111662,,+91 9102066111,,,,Purchase,Low,,,,,,,SMAW;Hardfacing;Cutting,E6013;Mn hardfacing;Cutting,Low,Unknown,Foundry/eng — Mn hardfacing + repair rods,3,Warm,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-060,Sai Auto Stampings,,Sector 7,"Sector No. 7, Plot No. 126, PCNTDA, MIDC, Bhosari, Pune - 411026",Sector 7,411026,,,"https://www.google.com/maps/search/?api=1&query=Sai+Auto+Stampings+Sector+No.+7,+Plot+No.+126,+PCNTDA,+MIDC,+Bhosari,+Pune+-+411026",Auto-component manufacturers,Auto stampings/assemblies; fixtures; shop welding,2,SME,+91 020-27124711,,+91 9102027124,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,Med,Unknown,Stampings — fixture/repair E6013,3,Warm,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-061,Salaskar Automotive Pvt Ltd,,Sector 7,"Plot No. 245, Sector No. 7, PCNTDA, MIDC, Bhosari, Pune - 411026",Sector 7,411026,,,"https://www.google.com/maps/search/?api=1&query=Salaskar+Automotive+Pvt+Ltd+Plot+No.+245,+Sector+No.+7,+PCNTDA,+MIDC,+Bhosari,+Pune+-+411026",Auto-component manufacturers,Auto stampings/assemblies; fixtures; shop welding,2,SME,+91 020-65322379,,+91 9102065322,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,Med,Unknown,Auto — fixture welding electrodes,3,Warm,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-062,Sam Hitech Components Pvt Ltd,,J Block,"Plot No. J-83, MIDC, Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Sam+Hitech+Components+Pvt+Ltd+Plot+No.+J-83,+MIDC,+Bhosari,+Pune+-+411026",Auto-component manufacturers,Auto stampings/assemblies; fixtures; shop welding,2,SME,+91 020-66111675,,+91 9102066111,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,Med,Unknown,Auto components — shop electrodes,3,Warm,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-063,Sandeep Engineering Works (directory),,Sector 10,"Plot No. 169, Sector No. 10, PCNTDA, MIDC, Bhosari, Pune - 411026",Sector 10,411026,,,"https://www.google.com/maps/search/?api=1&query=Sandeep+Engineering+Works+(directory)+Plot+No.+169,+Sector+No.+10,+PCNTDA,+MIDC,+Bhosari,+Pune+-+411026",Foundries,Castings; foundry repair & hardfacing,2,SME,+91 020-64101431,,+91 9102064101,,,,Purchase,Low,,,,,,,SMAW;Hardfacing;Cutting,E6013;Mn hardfacing;Cutting,Low,Unknown,Casting/eng works — hardfacing + E6013,3,Warm,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-064,Sanmati Pressings Pvt Ltd,,J Block,"Plot No. J-9, MIDC, Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Sanmati+Pressings+Pvt+Ltd+Plot+No.+J-9,+MIDC,+Bhosari,+Pune+-+411026",Auto-component manufacturers,Auto stampings/assemblies; fixtures; shop welding,2,SME,+91 020-66111379,,+91 9102066111,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,Med,Unknown,Pressings — fixture electrodes,3,Warm,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-065,Savan Ancillaries,,J Block,"Plot No. J-447, MIDC, Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Savan+Ancillaries+Plot+No.+J-447,+MIDC,+Bhosari,+Pune+-+411026",Auto-component manufacturers,Auto stampings/assemblies; fixtures; shop welding,2,SME,+91 020-32314327,,+91 9102032314,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,Med,Unknown,Ancillaries — shop electrodes,3,Warm,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-066,Schmalz India Pvt Ltd,,J Block,"Plot No. J-38, J Block, MIDC, Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Schmalz+India+Pvt+Ltd+Plot+No.+J-38,+J+Block,+MIDC,+Bhosari,+Pune+-+411026",Material-handling equipment,Conveyors; trolleys; stackers; MH structures,2,Large,+91 020-40725500,,+91 9102040725,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,Med,Unknown,Vacuum MH OEM — maintenance electrodes,3,Warm,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-067,Shalini Cranes & Equipments Pvt Ltd,Shalin Material Handling,S Block,"S-99, MIDC, Bhosari, Pune - 411026",S Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shalini+Cranes+&+Equipments+Pvt+Ltd+S-99,+MIDC,+Bhosari,+Pune+-+411026",Crane manufacturers,EOT/jib cranes; girders; hoists; crane structures,2,SME,,,,,https://www.exportersindia.com/shalini-cranes-equipments-pvt-ltd/,,Purchase,Low,,,,,1997,,SMAW;GMAW,E7018;E6013,High,Unknown,Jib/EOT/hydraulic cranes — E7018 for load-bearing welds,3,Warm,ExportersIndia,,Unverified,Not contacted,,
BHO-068,Sheetal Rubber Products Pvt Ltd,,J Block,"Plot No. J-395, MIDC, Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Sheetal+Rubber+Products+Pvt+Ltd+Plot+No.+J-395,+MIDC,+Bhosari,+Pune+-+411026",Auto-component manufacturers,Auto stampings/assemblies; fixtures; shop welding,2,SME,+91 020-27121388,,+91 9102027121,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,Med,Unknown,Rubber/auto — maintenance electrodes,3,Warm,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-069,Shelimo Cores,,T Block,"Plot No. T-72, MIDC, Bhosari, Pune - 411026",T Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shelimo+Cores+Plot+No.+T-72,+MIDC,+Bhosari,+Pune+-+411026",Foundries,Castings; foundry repair & hardfacing,2,SME,+91 020-27128339,,+91 9102027128,,,,Purchase,Low,,,,,,,SMAW;Hardfacing;Cutting,E6013;Mn hardfacing;Cutting,Low,Unknown,Cores/foundry support — repair rods,3,Warm,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-070,Shore Auto Rubber Exports Pvt Ltd,,Technicians Block,"Plot No. C-2/1, Technicians Block, Bhosari Industrial Estate, MIDC, Pune - 411026",Technicians Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shore+Auto+Rubber+Exports+Pvt+Ltd+Plot+No.+C-2/1,+Technicians+Block,+Bhosari+Industrial+Estate,+MIDC,+Pune+-+411026",Auto-component manufacturers,Auto stampings/assemblies; fixtures; shop welding,2,Large,+91 020-27127701,,+91 9102027127,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,Med,Unknown,Auto rubber OEM — maintenance electrodes,3,Warm,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-071,Shree Pressing (Sector 7-241),,Sector 7,"Plot No. 241, Sector No. 7, MIDC, PCNTDA, Bhosari, Pune - 411026",Sector 7,411026,,,"https://www.google.com/maps/search/?api=1&query=Shree+Pressing+(Sector+7-241)+Plot+No.+241,+Sector+No.+7,+MIDC,+PCNTDA,+Bhosari,+Pune+-+411026",Auto-component manufacturers,Auto stampings/assemblies; fixtures; shop welding,2,SME,+91 9604310080,,+91 9196043100,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,Med,Unknown,Pressings — fixture electrodes,3,Warm,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-072,Shree Stamping,,J Block,"Plot No. J-158, MIDC, Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shree+Stamping+Plot+No.+J-158,+MIDC,+Bhosari,+Pune+-+411026",Auto-component manufacturers,Auto stampings/assemblies; fixtures; shop welding,2,SME,+91 020-27120378,,+91 9102027120,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,Med,Unknown,Stampings — E6013 fixtures,3,Warm,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-073,Shree Yash Auto Comp Pvt Ltd,,J Block,"Plot No. J-363, MIDC, Bhosari, Pune - 411026",J Block,411026,,,"https://www.google.com/maps/search/?api=1&query=Shree+Yash+Auto+Comp+Pvt+Ltd+Plot+No.+J-363,+MIDC,+Bhosari,+Pune+-+411026",Auto-component manufacturers,Auto stampings/assemblies; fixtures; shop welding,2,SME,+91 020-27120955,,+91 9102027120,,,,Purchase,Low,,,,,,,SMAW;GMAW,E6013;E7018,Med,Unknown,Auto components — maintenance electrodes,3,Warm,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
BHO-074,S.S. Engineering Works,SS Engineering Works,Sector 7,"Plot No. 271, Sector No. 07, PCNTDA, Bhosari, Pune - 411026",Sector 7,411026,,,"https://www.google.com/maps/search/?api=1&query=S.S.+Engineering+Works+Plot+No.+271,+Sector+No.+07,+PCNTDA,+Bhosari,+Pune+-+411026",Machine shops,Machining + fixture/repair welding,3,SME,+91 20 66303495,+91 98228 98241,+91 9120663034,,https://sseworks.in,Sanjay Satav,Owner,High,,,,,,,SMAW,E6013;E7018,Low,Unknown,Machine components + fabrication — E6013 for shop welding,3,Warm,Website,2026-09-03,Phone-ok,Not contacted,Also +91 98814 98241,
BHO-075,Maxrich Industries,,Bhosari MIDC,"Bhosari MIDC (Nihal group), Pune - 411026",Bhosari MIDC,411026,,,"https://www.google.com/maps/search/?api=1&query=Maxrich+Industries+Bhosari+MIDC+(Nihal+group),+Pune+-+411026",Machine shops,Machining + fixture/repair welding,3,SME,+91 99220 10786,,+91 9199220107,jabbar.shaikh@nihalind.com,https://www.nihalind.com,,Purchase,Med,,,,,,,SMAW,E6013,Low,Unknown,Precision machining — repair/fixture E6013,2,Later,Website,2026-09-03,Phone-ok,Not contacted,Part of Nihal group; Hardford VMC shop | Directory/web phones may be stale — re-verify before dialing,
BHO-076,S & S Tooling,,S Block,"Plot No. W-18, S Block, MIDC, Bhosari, Pune - 411026",S Block,411026,,,"https://www.google.com/maps/search/?api=1&query=S+&+S+Tooling+Plot+No.+W-18,+S+Block,+MIDC,+Bhosari,+Pune+-+411026",Machine shops,Machining + fixture/repair welding,3,Micro,+91 020-27124792,,+91 9102027124,,,,Owner,Low,,,,,,,SMAW,E6013,Low,Unknown,Tooling shop — E6013 repair/fixture welding,2,Later,Pune MIDC / Bhosari public directory (stale risk),,Unverified,Not contacted,Phone from older public directory — confirm on Google Maps / call before WhatsApp campaign,
